Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
P151909,Western and Central Africa,Republic of Mali,Active,Mali - Economic & Environmental Rehabilitation of the Niger River,"The objectives of the Project are to demonstrate the effectiveness of navigation and port service improvement measures, and demonstr ate the feasibility of environmental restoration and livelihood improvement activities at targeted sites in the Niger Inner Delta (N ID), and, in the event of an Eligible Crisis or Emergency, improve the Recipient’s capacity to respond promptly and effectively to s uch Eligible Crisis or Emergency.",Agence de Bassin du Fleuve Niger,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P151909,"March 16, 2018","June 30, 2024",,IDA,27800000,,,27800000,,Republic of Mali,Investment Project Financing,A,,"Other Water Supply, Sanitation and Waste Management",Ports/Waterways,Public Administration - Transportation,,,
P160771,Western and Central Africa,Republic of Guinea,Closed,Power Sector Recovery Project - Additional Financing,The Project Development Objective (PDO) is to improve the technical and commercial performance of the national power utility.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P160771,"March 16, 2018",,,IDA,25000000,,,25000000,,,Investment Project Financing,B,,Energy Transmission and Distribution,Public Administration - Energy and Extractives,,,,
P163563,Western and Central Africa,Islamic Republic of Mauritania,Active,Supporting Gas Project Negotiations and Enhancing Institutional Capacities,"To support the government capacity to drive negotiation towards final investment decision, and lay the foundations for the gas secto r’s contribution to the economy through enhanced legal and regulatory frameworks and capacity building.","Ministry of Petroleum, Energy and Mines",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163563,"March 16, 2018","March 22, 2024",,IDA,20000000,,,20000000,,Ministry of Economy and Finance,Investment Project Financing,B,,Oil and Gas,Public Administration - Energy and Extractives,,,,
P163531,Latin America and Caribbean,Republic of Nicaragua,Active,Nicaragua Property Rights Strengthening Project,The Project Development Objectives are: (i) to provide beneficiaries in selected municipalities with: (a) updated and integrated cad astral and property registry information; and (b) improved land administration services; and (ii) to provide immediate and effective  response to an eligible emergency.,Nicaragua Attorney General's Office,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163531,"March 15, 2018","March 15, 2024",,IDA,50000000,,,50000000,,Republic of Nicaragua,Investment Project Financing,B,,Sub-National Government,"Public Administration - Agriculture, Fishing & Forestry",,,,
P157575,Latin America and Caribbean,Republic of Panama,Active,Support for the National Indigenous Peoples Development Plan,"The Project Development Objective (PDO) is to strengthen: (a) the capacity of Indigenous Authorities and the Borrower to jointly pla n and implement development investments for Indigenous Territories; and (b) the delivery of selected public services in those Indige nous Territories, as identified in the National Indigenous Peoples Development Plan.",Ministry of Interior (MINGOB),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157575,"March 15, 2018","June 30, 2023",,Other,85200000,,,85200000,,The Republic of Panama,Investment Project Financing,B,,"Other Water Supply, Sanitation and Waste Management",Other Education,Public Administration - Social Protection,,,
P157836,South Asia,Republic of India,Active,Meghalaya Community-led Landscapes Management Project,The project development objective is to strengthen community-led landscapes management in selected landscapes in the state of Meghal aya.,Government of Meghalaya,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157836,"March 13, 2018","June 30, 2023",,Other,60000000,,,60000000,,INDIA,Investment Project Financing,B,,Forestry,"Public Administration - Agriculture, Fishing & Forestry",,,,
P161973,Western and Central Africa,Central African Republic,Active,Natural Resources Governance Project in CAR,The project will aim to improve governance and strengthen capacity in the forest and mining sectors in the Central African Republic.,"Ministry of Water, Forests, Hunting and Fisheries (MWFHF), Minsitry of Mines and Geology (MMG)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161973,"March 12, 2018","June 30, 2024",,IDA,10000000,,,10000000,,"Ministry of Economy, Planning and Cooperation",Investment Project Financing,B,,Mining,Forestry,"Public Administration - Agriculture, Fishing & Forestry",,,
P160395,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,Active,Ethiopia Electrification Program (ELEAP),The development objective is to increase access to electricity in Ethiopia and to enhance institutional capacity for planning and im plementation of the Government’s electrification program.,Ethiopian Electric Utility,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160395,"March 1, 2018","July 7, 2023",,IDA,677000000,,,677000000,,Ministry of Finance and Economic Cooperation,Program-for-Results Financing,,,Energy Transmission and Distribution,Renewable Energy Solar,Public Administration - Energy and Extractives,,,
P161491,Eastern and Southern Africa,Republic of Madagascar,Closed,Madagascar Financial Inclusion Project,The development objective of this project is to promote the financial inclusion of individuals and MSMEs in Madagascar.,Ministère de l’Economie et des Finances,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161491,"February 28, 2018","December 30, 2022",,IDA,45000000,,,45000000,,Republic of Madagascar,Investment Project Financing,F,,Banking Institutions,Public Administration - Financial Sector,,,,
P164845,Eastern and Southern Africa,Republic of Rwanda,Active,Rwanda Stunting Prevention and Reduction Project,The proposed Project Development Objectives (PDO) are to contribute to the reduction in the stunting rate among children under five years of age (with a focus on those under two) in the targeted districts and provide immediate and effective response in the case of  an eligible crisis or emergency.,Rwanda Biomedical Center,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164845,"February 28, 2018","April 30, 2023",,Grants,55000000,,,55000000,"30,000,000",MINISTRY OF FINANCE AND ECONOMIC PLANNING,Investment Project Financing,B,,Health,Sanitation,,,,
P160408,South Asia,Republic of India,Active,Maharashtra Project on Climate Resilient Agriculture,To enhance climate-resilience and profitability of smallholder farming systems in selected districts of Maharashtra.,"Department of Agriculture, Government of Maharashtra",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P160408,"February 27, 2018","June 30, 2024",,Other,599550000,,,599550000,,Republic of India,Investment Project Financing,B,,"Agricultural markets, commercialization and agri-business",Irrigation and Drainage,"Agricultural Extension, Research, and Other Support Activities",,,
P165120,Latin America and Caribbean,Republic of Guatemala,Closed,Building Statistical Capacities in the Ministry of Education,"The objective of the Project is to strengthen the capacity of MINEDUC to collect, manage, analyze and use high-quality statistical i nformation to design, implement and evaluate evidence-based interventions to address key sector challenges.","Department of Education Planning (DIPLAN), Ministry of Education",No,https://projects.worldbank.org/en/projects-operations/project-detail/P165120,"February 23, 2018","March 31, 2020",,Grants,350000,,,350000,"350,000",Government of Guatemala,Investment Project Financing,,,Public Administration - Education,,,,,
P166075,Western and Central Africa,Republic of Sierra Leone,Closed,Freetown Emergency Recovery Project,The Project Development Objective is to rehabilitate selected critical infrastructure and to strengthen government capacity for mana ging disaster risk.,Ministry of Finance (MoF),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166075,"February 22, 2018","June 30, 2021",,Other,11540000,,,11540000,,Ministry of Finance (MoF),Investment Project Financing,B,,Rural and Inter-Urban Roads,Water Supply,Waste Management,,,
P162786,Europe and Central Asia,Republic of Albania,Closed,Albania Water Resources and Irrigation Project Additional Financing,The Revised Project Development Objective (PDO) is to: (i) establish the strategic framework to manage water resources at the nation al level and at the level of the Drin-Buna and Semani River basins; and (ii) improve irrigation service delivery in Selected Irrigat ion Systems.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162786,"February 22, 2018",,,IBRD,26750000,,,26750000,,,Investment Project Financing,B,,Irrigation and Drainage,"Public Administration - Agriculture, Fishing & Forestry",,,,
